服務地點,倉庫別,客戶名稱,維護時間,行車距離,郵遞區號3碼,郵遞區號,樓層,出租單號,週清1,週清2,緯度,經度,排程總序號,count,zone_id
新竹縣湖口鄉八德路二段550號-湖口鄉農會,5A-平鎮倉,77980 東泰營造-湖口鄉農會,32.0,49.2,303,新竹縣湖口鄉,1,RT20250000012313,1.0,,24.882528,121.072528,1540,4,12
新竹縣湖口鄉勝利路2段350號(湖口營區),5A-平鎮倉,67759 港洲-湖口營區,208.0,56.685,303,新竹縣湖口鄉,1,RT202400005873,,1.0,24.869556,121.036527,1540,26,12
新竹縣湖口鄉勝利路２段350號(湖口營區)-帶證件換證,5A-平鎮倉,67759 港洲-湖口營區,8.0,68.2,303,新竹縣湖口鄉,1,RT20220000014500,1.0,,24.869556,121.036527,1540,1,12
新竹縣湖口鄉嘉興路1段88巷-工務所,5A-平鎮倉,64614 寶鑫營造-L區,16.0,60.2,303,新竹縣湖口鄉,1,RT202500003570,1.0,,24.924945,121.055111,1540,2,12
新竹縣湖口鄉嘉興路一段-O區-電聯定位,5A-平鎮倉,73906 寶鑫營造-耀時代O區,24.0,60.5,303,新竹縣湖口鄉,1,RT202400009199,1.0,,24.926445,121.056286,1540,3,12
新竹縣湖口鄉嘉興路一段-耀時代J區-電聯定位,5A-平鎮倉,74022 寶鑫營造-耀時代J區,16.0,60.1,303,新竹縣湖口鄉,1,RT202500009240,1.0,,24.924361,121.055114,1540,2,12
新竹縣湖口鄉嘉興路一段77號-鈺時代-M區,5A-平鎮倉,72710 寶鑫營造-鈺時代M區,8.0,60.3,303,新竹縣湖口鄉,1,RT20250000010825,1.0,,24.924892,121.055583,1540,1,12
新竹縣湖口鄉大三鴻貨櫃場,5A-平鎮倉,69707 富邦公寓-大三鴻貨櫃場,8.0,59.85,303,新竹縣湖口鄉,1,RT20250000012601,1.0,,24.874403,121.021536,1540,1,12
新竹縣湖口鄉大同路21號,5A-平鎮倉,77247 富泰營造-和淞科技,8.0,53.1,303,新竹縣湖口鄉,1,RT202500009216,1.0,,24.871509,121.00055,1540,1,12
新竹縣湖口鄉大同路4號對面,5A-平鎮倉,68628 順泰營造-湖口,24.0,53.66,303,新竹縣湖口鄉,1,RT20250000012226,1.0,,24.868061,120.996811,1540,3,12
新竹縣湖口鄉大同路4號對面-3F,5A-平鎮倉,68628 順泰營造-湖口,16.0,53.66,303,新竹縣湖口鄉,3,RT20250000012224,1.0,,24.868061,120.996811,1540,1,12
新竹縣湖口鄉大同路4號對面-6F,5A-平鎮倉,68628 順泰營造-湖口,16.0,53.66,303,新竹縣湖口鄉,6,RT20250000012223,1.0,,24.868061,120.996811,1540,1,12
新竹縣湖口鄉大同路4號對面-9F,5A-平鎮倉,68628 順泰營造-湖口,16.0,53.97,303,新竹縣湖口鄉,9,RT20250000012225,1.0,,24.868145,120.996191,1540,1,12
新竹縣湖口鄉實踐路14號-湖口工業區,5A-平鎮倉,77987 慶眾工程-辦公棟,8.0,48.34,303,新竹縣湖口鄉,1,RT20250000012372,1.0,,24.866928,121.016322,1540,1,12
新竹縣湖口鄉德興路275號(中科帝苑內),5A-平鎮倉,76966 英城營造-湖口鄉,16.0,39.7,303,新竹縣湖口鄉,1,RT202500007579,1.0,,24.913878,121.042808,1540,2,12
新竹縣湖口鄉忠孝路7號,5A-平鎮倉,72339 天冠營造-湖口,8.0,38.1,303,新竹縣湖口鄉,1,RT20250000013059,1.0,,24.901397,121.044158,1540,1,12
新竹縣湖口鄉成功路454巷45弄17號對面,5A-平鎮倉,76276 福田開發-湖口鄉,8.0,32.0,303,新竹縣湖口鄉,1,RT202500004235,1.0,,24.897577,121.03515,1540,1,12
新竹縣湖口鄉成功路614巷275號,5A-平鎮倉,75206 百毅營造-百麗禾禾,8.0,30.8,303,新竹縣湖口鄉,1,RT20240000014744,1.0,,24.897908,121.026339,1540,1,12
新竹縣湖口鄉東楊路196巷12號-電聯帶定位,5A-平鎮倉,72149 遠揚開發-湖口,8.0,58.1,303,新竹縣湖口鄉,1,RT202400001619,1.0,,24.915161,121.057939,1540,1,12
新竹縣湖口鄉湖中路&長富路二段,5A-平鎮倉,77905 熊阪建設有限公司,8.0,47.3,303,新竹縣湖口鄉,1,RT20250000011794,1.0,,24.88385,121.059478,1540,1,12
新竹縣湖口鄉湖口營區忠誠門-附座標,5A-平鎮倉,76992 宏平工程-湖口營區,32.0,38.845,303,新竹縣湖口鄉,1,RT202500007757,1.0,,24.864811,121.063094,1540,4,12
新竹縣湖口鄉湖鏡村美城路188巷17號-附定位圖,5A-平鎮倉,77628 全日通-湖口鄉美城路,8.0,44.7,303,新竹縣湖口鄉,1,RT20250000012530,1.0,,24.885986,121.048375,1540,1,12
新竹縣湖口鄉自強路16號,5A-平鎮倉,78317 益昇系統科技-力成3E,16.0,53.75,303,新竹縣湖口鄉,1,RT20250000013684,1.0,,24.868361,120.997594,1540,2,12
新竹縣湖口鄉自強路16號-近新豐火車站,5A-平鎮倉,77725 建銘營造-湖口鄉自強路,8.0,53.58,303,新竹縣湖口鄉,1,RT20250000011264,1.0,,24.868528,120.997375,1540,1,12
新竹縣湖口鄉蘭州四街48-1號,5A-平鎮倉,72069 韋華-竹北,8.0,46.94,303,新竹縣湖口鄉,1,RT202500008110,1.0,,24.869548,121.02467,1540,1,12
新竹縣湖口鄉軍功路1號-584旅湖南營區,5A-平鎮倉,73117 順鼎營造-新竹J050,24.0,61.33,303,新竹縣湖口鄉,1,RT202400006017,1.0,,24.87695,121.033761,1540,3,12
新竹縣湖口鄉達生二街&中正七街-全家便利商店旁,5A-平鎮倉,78161 仁隆建設-京漾,8.0,42.2,303,新竹縣湖口鄉,1,RT20250000013043,1.0,,24.895289,121.043416,1540,1,12
新竹縣湖口鄉達生八街567號隔壁,5A-平鎮倉,76092 簡志杰住宅新建工程,8.0,43.2,303,新竹縣湖口鄉,1,RT202500003592,1.0,,24.892536,121.042402,1540,1,12
新竹縣湖口鄉長富路１段225巷89號,5A-平鎮倉,67694 永融-翔華,8.0,46.9,303,新竹縣湖口鄉,1,RT20250000011997,1.0,,24.885814,121.060344,1540,1,12
新竹縣湖口鄉長泰路566巷126號工地-附地標,5A-平鎮倉,77594 健泰營造有限公司,8.0,54.0,303,新竹縣湖口鄉,1,RT20250000010593,1.0,,24.897827,121.079459,1540,1,12
新竹縣湖口鄉長泰路566巷126號工地-附地標-追加,5A-平鎮倉,77594 健泰營造有限公司,8.0,54.0,303,新竹縣湖口鄉,1,RT20250000010692,1.0,,24.897827,121.079459,1540,1,12
新竹縣湖口鄉鳳工二街86號,5A-平鎮倉,74928 富泰營造-奇鼎二期,8.0,50.65,303,新竹縣湖口鄉,1,RT20250000011962,1.0,,24.861622,121.000925,1540,1,12
新竹縣湖口鄉鳳工路1號隔壁,5A-平鎮倉,73708 建銘營造-湖口,8.0,50.29,303,新竹縣湖口鄉,1,RT20250000012847,1.0,,24.862064,121.003325,1540,1,12
新竹縣湖口鄉龍江街38號-附地標-前半小時電聯,5A-平鎮倉,77798 群浩建設-湖口鄉龍江路,8.0,33.2,303,新竹縣湖口鄉,1,RT20250000011454,1.0,,24.903556,121.04145,1540,1,12
新竹縣竹北市中山路416號,5A-平鎮倉,71688 中麟-台元十期,40.0,61.788,302,新竹縣竹北市,1,RT202500001580,1.0,,24.842416,121.015336,1560,5,4
新竹縣竹北市中正西路375巷&新生街交叉口,5A-平鎮倉,74787 群新建設-竹北,8.0,49.38,302,新竹縣竹北市,1,RT20240000013032,1.0,,24.842522,120.994555,1560,1,4
新竹縣竹北市中華路145號旁,5A-平鎮倉,75942 大竣工程-竹北,8.0,54.05,302,新竹縣竹北市,1,RT202500002876,1.0,,24.830203,121.001228,1560,1,4
新竹縣竹北市中華路1巷100號-自行定位-附定位照,5A-平鎮倉,75221 地泉企業-竹北,8.0,52.61,302,新竹縣竹北市,1,RT20250000011357,1.0,,24.826814,120.991541,1560,1,4
新竹縣竹北市中華路360號,5A-平鎮倉,69555 築誠營造-中華路,8.0,55.19,302,新竹縣竹北市,1,RT20250000012778,1.0,,24.837702,121.005203,1560,1,4
新竹縣竹北市光明九路3號旁工地,5A-平鎮倉,77506 大將作營造-竹北翰林段健檢中心,8.0,71.45,302,新竹縣竹北市,1,RT20250000010169,1.0,,24.822664,121.014769,1560,1,4
新竹縣竹北市光明八街122號對面,5A-平鎮倉,76945 捷瑞營造-竹北-1,8.0,57.68,302,新竹縣竹北市,1,RT202500007494,1.0,,24.828681,121.002244,1560,1,4
新竹縣竹北市光明八街28號&縣政十三路工地,5A-平鎮倉,69240 竹富建設-竹北,8.0,58.14,302,新竹縣竹北市,1,RT20250000011881,1.0,,24.828725,121.005608,1560,1,4
新竹縣竹北市光明六路上-新崙公園-附地標,5A-平鎮倉,78259 勝展工程行-新崙公園,32.0,60.32,302,新竹縣竹北市,1,RT20250000013826,,1.0,24.833391,120.999969,1560,4,4
新竹縣竹北市光明十一路86巷,5A-平鎮倉,71513 原美建設股份有限公司,8.0,51.24,302,新竹縣竹北市,1,RT20250000012809,1.0,,24.830603,120.998761,1560,1,4
新竹縣竹北市六家一路一段60號旁,5A-平鎮倉,76946 捷瑞營造-竹北-2,8.0,46.44,302,新竹縣竹北市,1,RT202500007495,1.0,,24.811008,121.02567,1560,1,4
新竹縣竹北市六家五路一段218號,5A-平鎮倉,77902 旺展企業社,8.0,46.93,302,新竹縣竹北市,1,RT20250000011786,1.0,,24.808336,121.027409,1560,1,4
新竹縣竹北市六家五路一段241號,5A-平鎮倉,74453 捷瑞營造-中壢,8.0,45.8,302,新竹縣竹北市,1,RT20250000011067,1.0,,24.807847,121.028575,1560,1,4
新竹縣竹北市六家五路與高鐵六路交岔口,5A-平鎮倉,70692 康乃薾國際實驗,8.0,42.02,302,新竹縣竹北市,1,RT202500009010,1.0,,24.801597,121.03898,1560,1,4
新竹縣竹北市勝利七街2段94號,5A-平鎮倉,68202 隆燁營造-竹北,8.0,56.73,302,新竹縣竹北市,1,RT20240000014979,1.0,,24.821973,121.033566,1560,1,4
新竹縣竹北市勝利十三街21號,5A-平鎮倉,77109 春竹-勝利十三,16.0,58.47,302,新竹縣竹北市,1,RT20250000011879,1.0,,24.82842,121.028364,1560,2,4
新竹縣竹北市十興路291號,5A-平鎮倉,77284 均豐工程-緯創A5廠,16.0,55.16,302,新竹縣竹北市,1,RT20250000013946,1.0,,24.830223,121.023459,1560,2,4
新竹縣竹北市十興路291號-緯創-A5-聯發廠,5A-平鎮倉,77374 巨漢系統-緯創-A5-聯發廠,16.0,54.81,302,新竹縣竹北市,1,RT202500009639,1.0,,24.830703,121.025456,1560,2,4
新竹縣竹北市博愛街402號,5A-平鎮倉,75486 世乾開發-博愛街,8.0,39.13,302,新竹縣竹北市,1,RT202500001044,1.0,,24.845647,120.972456,1560,1,4
新竹縣竹北市嘉政九街31號旁-隘興段565地號,5A-平鎮倉,78315 金石發營造-隘興段565地號,8.0,44.64,302,新竹縣竹北市,1,RT20250000013682,1.0,,24.805881,121.035158,1560,1,4
新竹縣竹北市嘉興一街與十興一街交叉口,5A-平鎮倉,78042 富泰營造-竹北莊敬段,8.0,56.42,302,新竹縣竹北市,1,RT20250000012631,1.0,,24.824045,121.032953,1560,1,4
新竹縣竹北市嘉興五街&十興五街交叉口,5A-平鎮倉,71071 世乾開發-竹北,8.0,57.22,302,新竹縣竹北市,1,RT202500008743,1.0,,24.823867,121.036844,1560,1,4
新竹縣竹北市嘉興路120號,5A-平鎮倉,75443 吉邑營造-嘉興路,8.0,49.38,302,新竹縣竹北市,1,RT2025000764,1.0,,24.816083,121.025959,1560,1,4
新竹縣竹北市嘉興路498號旁工地,5A-平鎮倉,78349 東楓營造-同#68601唯新建設,8.0,47.97,302,新竹縣竹北市,1,RT20250000013906,1.0,,24.808067,121.034516,1560,1,4
新竹縣竹北市嘉豐七街101號旁工地,5A-平鎮倉,77815 金統營造-嘉豐七街,8.0,48.16,302,新竹縣竹北市,1,RT20250000011516,1.0,,24.811653,121.032406,1560,1,4
新竹縣竹北市嘉豐三街302號-繩索公園,5A-平鎮倉,78258 勝展工程行-繩索公園,16.0,48.935,302,新竹縣竹北市,1,RT20250000013837,,1.0,24.815269,121.030861,1560,2,4
新竹縣竹北市嘉豐六路1段39號旁,5A-平鎮倉,68600 廣德-永興段562地號,8.0,48.46,302,新竹縣竹北市,1,RT202500008764,1.0,,24.813517,121.031864,1560,1,4
新竹縣竹北市建國街150號旁,5A-平鎮倉,77511 維邦營造-竹北市建國街,8.0,59.48,302,新竹縣竹北市,1,RT20250000010209,1.0,,24.833281,121.009975,1560,1,4
新竹縣竹北市建國街58號,5A-平鎮倉,76688 築陸建設-竹北市,8.0,59.71,302,新竹縣竹北市,1,RT202500006379,1.0,,24.832536,121.012111,1560,1,4
新竹縣竹北市復興二路&嘉豐七街交叉口,5A-平鎮倉,71678 春竹-竹北,8.0,48.2,302,新竹縣竹北市,1,RT20230000015264,1.0,,24.811867,121.032575,1560,1,4
新竹縣竹北市復興二路與嘉豐11路交叉口,5A-平鎮倉,78375 宏匯營造-新竹高鐵站,16.0,47.48,302,新竹縣竹北市,1,RT20250000014005,1.0,,24.809261,121.036566,1560,2,4
新竹縣竹北市復興六路59號,5A-平鎮倉,76647 山境建設-同#74787,8.0,47.51,302,新竹縣竹北市,1,RT202500006185,1.0,,24.811656,121.029636,1560,1,4
新竹縣竹北市成功七街162號,5A-平鎮倉,74597 弘億營造-竹北,8.0,50.35,302,新竹縣竹北市,1,RT20250000011381,1.0,,24.817042,121.021973,1560,1,4
新竹縣竹北市成功七街272號旁(聯森公園)-1F,5A-平鎮倉,66439 聯森建設-聯森公園,8.0,50.16,302,新竹縣竹北市,1,RT20250000012849,1.0,,24.816211,121.023484,1560,1,4
新竹縣竹北市成功五街85號旁,5A-平鎮倉,75360 吉邑營造-成功五街,8.0,49.79,302,新竹縣竹北市,1,RT2025000319,1.0,,24.81862,121.023798,1560,1,4
新竹縣竹北市成功八路1號,5A-平鎮倉,75918 新竹縣竹北市公所,16.0,52.54,302,新竹縣竹北市,1,RT20250000010120,1.0,,24.819464,121.015767,1560,2,4
新竹縣竹北市成功六街83號旁工地,5A-平鎮倉,65339 未來里,8.0,53.13,302,新竹縣竹北市,1,RT20250000011566,1.0,,24.818342,121.020445,1560,1,4
新竹縣竹北市文化街-竹仁公園-附地標,5A-平鎮倉,78260 勝展工程行-竹仁公園,32.0,57.86,302,新竹縣竹北市,1,RT20250000013830,,1.0,24.835983,121.016064,1560,4,4
新竹縣竹北市文化街176號旁,5A-平鎮倉,75639 寶嚴建設-竹北,8.0,60.55,302,新竹縣竹北市,1,RT202500001616,1.0,,24.837444,121.013961,1560,1,4
新竹縣竹北市文化街211號,5A-平鎮倉,70059 東福營造-文化街,8.0,60.42,302,新竹縣竹北市,1,RT202500006450,1.0,,24.837591,121.013028,1560,1,4
新竹縣竹北市文興路二段360號,5A-平鎮倉,44709 東元醫療社團法人艾微芙診所,8.0,38.69,302,新竹縣竹北市,1,RT202500004123,1.0,,24.8045,121.041944,1560,1,4
新竹縣竹北市新國街100號對面,5A-平鎮倉,77512 辰鴻建設-社南段,8.0,49.86,302,新竹縣竹北市,1,RT20250000010212,1.0,,24.840677,120.995833,1560,1,4
新竹縣竹北市新泰路102號旁工地,5A-平鎮倉,71876 寬立堡營造-竹北新泰,8.0,55.77,302,新竹縣竹北市,1,RT202500006716,1.0,,24.839736,121.008133,1560,1,4
新竹縣竹北市新泰路71巷7號對面,5A-平鎮倉,70836 合石建設-新泰路,16.0,55.98,302,新竹縣竹北市,1,RT20230000012009,1.0,,24.838341,121.007953,1560,2,4
新竹縣竹北市新興一街66號對面工地,5A-平鎮倉,77627 應昇營造有限公司,8.0,49.03,302,新竹縣竹北市,1,RT20250000010827,1.0,,24.843602,120.992536,1560,1,4
新竹縣竹北市東海一街附近350公尺圍籬內警衛亭旁-電聯,5A-平鎮倉,57918 新來工程有限公司,8.0,44.9,302,新竹縣竹北市,1,RT202500005055,1.0,,24.814239,121.052375,1560,1,4
新竹縣竹北市東興路１段839號-東海國小,5A-平鎮倉,64173 金統營造-東海國小,24.0,43.4,302,新竹縣竹北市,1,RT202500003517,1.0,,24.805456,121.050275,1560,3,4
新竹縣竹北市東興路１段839號-東海國小-追加,5A-平鎮倉,64173 金統營造-東海國小,8.0,43.4,302,新竹縣竹北市,1,RT202500007799,1.0,,24.805456,121.050275,1560,1,4
新竹縣竹北市沿河街24號旁巷子,5A-平鎮倉,72397 築誠營造-沿河街,8.0,64.63,302,新竹縣竹北市,1,RT20250000010770,1.0,,24.845644,121.014944,1560,1,4
新竹縣竹北市泰和路184號對面,5A-平鎮倉,77564 田鼎營造-泰和路,8.0,65.32,302,新竹縣竹北市,1,RT20250000012050,1.0,,24.849891,121.012492,1560,1,4
新竹縣竹北市環北路一段269巷10號旁,5A-平鎮倉,72885 彰京-台元段,32.0,56.79,302,新竹縣竹北市,1,RT20250000013705,,1.0,24.841677,121.019675,1560,4,4
新竹縣竹北市環北路一段381號,5A-平鎮倉,73211 長見營造-銳發科技,16.0,62.89,302,新竹縣竹北市,1,RT202400006348,1.0,,24.844697,121.020556,1560,2,4
新竹縣竹北市環北路三段330巷旁,5A-平鎮倉,73597 駿騰開發-竹北,8.0,67.06,302,新竹縣竹北市,1,RT202500007378,1.0,,24.849097,120.996755,1560,1,4
新竹縣竹北市生醫五路15巷18號旁工地,5A-平鎮倉,77838 富泰營造股份有限公司,8.0,42.56,302,新竹縣竹北市,1,RT20250000011601,1.0,,24.804953,121.047986,1560,1,4
新竹縣竹北市生醫路二段150號(隔壁工地),5A-平鎮倉,74913 崴正營造-茂盛,24.0,38.1,302,新竹縣竹北市,1,RT202500008070,1.0,,24.803075,121.045875,1560,3,4
新竹縣竹北市福興路733號,5A-平鎮倉,71782 東福營造-福興路,8.0,71.09,302,新竹縣竹北市,1,RT202500007165,1.0,,24.821698,121.012494,1560,1,4
新竹縣竹北市縣政16街169號旁,5A-平鎮倉,76806 原美建設-CHICCHIC美,8.0,63.19,302,新竹縣竹北市,1,RT202500006990,1.0,,24.831884,121.004583,1560,1,4
新竹縣竹北市縣政十一街37號(隔壁鐵皮屋）,5A-平鎮倉,73832 東鐿營造-府前欣苑,8.0,58.5,302,新竹縣竹北市,1,RT202400008841,1.0,,24.8274,121.007586,1560,1,4
新竹縣竹北市縣政十二街46巷5號旁工地,5A-平鎮倉,77198 樺源營造-縣政12街,8.0,58.85,302,新竹縣竹北市,1,RT202500008813,1.0,,24.829875,121.007972,1560,1,4
新竹縣竹北市聯興三街236巷123弄20號,5A-平鎮倉,69983 築誠-玖瑭,8.0,47.13,302,新竹縣竹北市,1,RT20250000010788,1.0,,24.853369,120.987739,1560,1,4
新竹縣竹北市自強五路與成功12街交叉口,5A-平鎮倉,77876 瑞助營造-自強五路,16.0,50.87,302,新竹縣竹北市,1,RT20250000011699,1.0,,24.81305,121.020606,1560,2,4
新竹縣竹北市莊敬南路201號對面-新竹縣立總圖書館,5A-平鎮倉,76985 方圓聯合-辦公室,16.0,51.77,302,新竹縣竹北市,1,RT20250000011189,1.0,,24.815403,121.016978,1560,2,4
新竹縣竹北市華興五街150號正對面,5A-平鎮倉,72189 松昀建設-竹北,8.0,50.11,302,新竹縣竹北市,1,RT202500009372,1.0,,24.839072,120.996164,1560,1,4
新竹縣竹北市長園一街73號旁,5A-平鎮倉,75878 新欣建設-僑馥建築,16.0,38.56,302,新竹縣竹北市,1,RT202500006957,1.0,,24.843194,120.975353,1560,2,4
新竹縣竹北市隘口一街&高鐵八路交叉口,5A-平鎮倉,71168 大將作-欣悅護理之家,16.0,39.29,302,新竹縣竹北市,1,RT20250000012942,1.0,,24.80485,121.041408,1560,2,4
新竹縣竹北市隘口一街70號,5A-平鎮倉,73785 合石建設-隘口一街,29.0,39.91666667,302,新竹縣竹北市,1,RT202400008612,1.0,,24.80575,121.037858,1560,3,4
新竹縣竹北市隘口七街52號隔壁工地,5A-平鎮倉,77229 捷瑞營造-竹北-3,8.0,38.73,302,新竹縣竹北市,1,RT202500008942,1.0,,24.801667,121.040222,1560,1,4
新竹縣竹北市隘口三街&高鐵八路交叉口,5A-平鎮倉,72891 冠輝-文小三校舍,56.0,38.92285714,302,新竹縣竹北市,1,RT202500005290,1.0,,24.802556,121.04083,1560,7,4
新竹縣竹北市隘口二路12巷60號隔壁,5A-平鎮倉,77400 潤澄營造-隘口二路,8.0,41.04,302,新竹縣竹北市,1,RT202500009735,1.0,,24.802042,121.034161,1560,1,4
新竹縣竹北市隘口二路382號對面工地,5A-平鎮倉,71084 華盛營建-隘口,24.0,39.34,302,新竹縣竹北市,1,RT20250000012914,1.0,,24.803067,121.043886,1560,3,4
新竹縣竹北市隘口六街57號旁,5A-平鎮倉,75835 文亮營造-竹北,8.0,40.6,302,新竹縣竹北市,1,RT202500002462,1.0,,24.803436,121.033847,1560,1,4
新竹縣竹北市高鐵七路&&光明六路東二段(高鐵前),5A-平鎮倉,68402 薰漢-新竹市東區,24.0,40.57666667,302,新竹縣竹北市,1,RT202500001035,1.0,,24.809972,121.042002,1560,3,4
新竹縣竹北市高鐵七路6號旁,5A-平鎮倉,74475 璉嶸營造-竹北,16.0,41.685,302,新竹縣竹北市,1,RT202500003252,1.0,,24.806186,121.039294,1560,2,4
新竹縣竹北市高鐵三路隘口一街路口-高鐵派出所正後方,5A-平鎮倉,76494 鴻翰營造-鴻磬,85.0,39.884,302,新竹縣竹北市,13,RT20250000012786,1.0,,24.805683,121.038058,1560,5,4
新竹縣竹北市高鐵三路隘口一街路口-高鐵派出所正後方-13F,5A-平鎮倉,76494 鴻翰營造-鴻磬,17.0,39.88,302,新竹縣竹北市,11,RT20250000012377,1.0,,24.805683,121.038058,1560,1,4
新竹縣竹北市高鐵二路156號工地,5A-平鎮倉,78025 松恩國際-高鐵二路,8.0,44.27,302,新竹縣竹北市,1,RT20250000012570,1.0,,24.804178,121.036964,1560,1,4
新竹縣竹北市高鐵八路(十三甲伯公廟旁工地),5A-平鎮倉,72573 麗明-聯發科,96.0,41.795,302,新竹縣竹北市,1,RT202400004423,,1.0,24.808483,121.041866,1560,12,4
新竹縣竹北市鳳岡路三段196號對面工地-電聯定位,5A-平鎮倉,77330 曾偉俊-鳳崗路三段,8.0,42.18,302,新竹縣竹北市,1,RT202500009327,1.0,,24.861939,120.964567,1560,1,4
新竹縣竹東鎮中山路90號,5A-平鎮倉,73758 竹富建設-竹東,8.0,64.6,310,新竹縣竹東鎮,1,RT202400008522,1.0,,24.733494,121.095708,1670,1,4
新竹縣竹東鎮中興路2段2巷1號,5A-平鎮倉,76032 全日通-新竹縣竹東鎮中興路,8.0,56.01,310,新竹縣竹東鎮,1,RT20250000012528,1.0,,24.758136,121.068214,1670,1,4
新竹縣竹東鎮中興路二段169巷11號,5A-平鎮倉,74770 富泰營造-矽格,48.0,55.17,310,新竹縣竹東鎮,1,RT202500007680,1.0,,24.758264,121.063033,1670,6,4
新竹縣竹東鎮北興路一段211號,5A-平鎮倉,77552 永發營造-北興路一段,16.0,65.36,310,新竹縣竹東鎮,1,RT20250000013765,1.0,,24.729098,121.099155,1670,2,4
新竹縣竹東鎮北興路三段612號旁,5A-平鎮倉,70502 禾家歡工程有限公司,8.0,60.68,310,新竹縣竹東鎮,1,RT202500009397,1.0,,24.750294,121.079834,1670,1,4
新竹縣竹東鎮大同路173號旁,5A-平鎮倉,75514 得鑫建設-大同路,8.0,63.83,310,新竹縣竹東鎮,1,RT202500001195,1.0,,24.738594,121.092277,1670,1,4
新竹縣竹東鎮學府路93號對面,5A-平鎮倉,73219 圓湖開發-竹科主人,8.0,53.4,310,新竹縣竹東鎮,1,RT20250000012832,1.0,,24.765522,121.055367,1670,1,4
新竹縣竹東鎮工業二路96號,5A-平鎮倉,74532 富泰營造-意德士,16.0,65.825,310,新竹縣竹東鎮,1,RT20250000011239,1.0,,24.727845,121.096677,1670,2,4
新竹縣竹東鎮康寧街225號,5A-平鎮倉,70568 吉米營造-方德山河苑,16.0,62.81,310,新竹縣竹東鎮,1,RT20250000010767,1.0,,24.740266,121.084655,1670,2,4
新竹縣竹東鎮忠孝街4號旁工地,5A-平鎮倉,75935 辰鴻建設-竹東,8.0,59.19,310,新竹縣竹東鎮,1,RT202500002868,1.0,,24.7465,121.080595,1670,1,4
新竹縣竹東鎮敦睦街2巷35號旁,5A-平鎮倉,69470 弘揚建設-竹東,8.0,59.36,310,新竹縣竹東鎮,1,RT20250000012776,1.0,,24.745455,121.080678,1670,1,4
新竹縣竹東鎮新民路28巷1號之1,5A-平鎮倉,73446 吉米營造-竹東,8.0,62.31,310,新竹縣竹東鎮,1,RT202500007211,1.0,,24.743025,121.084791,1670,1,4
新竹縣竹東鎮柯湖路3段291號福龍宮附近,5A-平鎮倉,75821 永續開發-竹東,8.0,46.21,310,新竹縣竹東鎮,1,RT202500009888,1.0,,24.757719,121.034344,1670,1,4
新竹縣竹東鎮水仙路200巷-1號-萊茵山莊,5A-平鎮倉,77957 全日通清潔有限公司,8.0,48.74,310,新竹縣竹東鎮,1,RT20250000012197,1.0,,24.752089,121.034247,1670,1,4
新竹縣竹東鎮永康街36號對面工地,5A-平鎮倉,72701 得鑫-番社子段,8.0,60.25,310,新竹縣竹東鎮,1,RT20250000010772,1.0,,24.747539,121.081117,1670,1,4
新竹縣竹東鎮沿河街59巷10號,5A-平鎮倉,76446 程鈞-沿河街,8.0,67.14,310,新竹縣竹東鎮,1,RT202500005281,1.0,,24.720473,121.101244,1670,1,4
新竹縣竹東鎮竹中路186號附近-火車站對面),5A-平鎮倉,71544 寬立堡營造-竹中火車站對面,8.0,90.51,310,新竹縣竹東鎮,1,RT20250000013331,1.0,,24.781403,121.031031,1670,1,4
新竹縣竹東鎮自強路169號-自強國民中學,5A-平鎮倉,77388 華盛-自強國中,16.0,61.63,310,新竹縣竹東鎮,1,RT202500009649,1.0,,24.74628,121.084572,1670,2,4
新竹縣竹東鎮金福街13巷38號,5A-平鎮倉,75966 全日通-竹東,8.0,57.24,310,新竹縣竹東鎮,1,RT20250000012408,1.0,,24.752314,121.068459,1670,1,4
新竹縣竹東鎮長春路三段272巷40號旁,5A-平鎮倉,76284 鍠冠營造-朱國維住宅,8.0,59.9,310,新竹縣竹東鎮,1,RT202500004250,1.0,,24.746297,121.083139,1670,1,4
新竹縣芎林鄉三民路279號,5A-平鎮倉,74603 恆鼎營造-芎林三民路,8.0,85.38,307,新竹縣芎林鄉,1,RT20250000011504,1.0,,24.789344,121.06795,1680,1,4
新竹縣芎林鄉五和街228號(三和技研),5A-平鎮倉,66384 富泰-11109三和,8.0,72.59,307,新竹縣芎林鄉,1,RT20250000012834,1.0,,24.736514,121.127284,1680,1,4
新竹縣芎林鄉五和街251號旁工地,5A-平鎮倉,72270 聚升-芎林,16.0,73.16,307,新竹縣芎林鄉,1,RT20250000013719,1.0,,24.738339,121.130645,1680,2,4
新竹縣芎林鄉光明路50號旁,5A-平鎮倉,75781 恆鼎營造-芎林,8.0,81.24,307,新竹縣芎林鄉,1,RT202500002223,1.0,,24.779561,121.076273,1680,1,4
新竹縣芎林鄉富林路三段400號,5A-平鎮倉,73843 邦潔系統-芎林,8.0,82.17,307,新竹縣芎林鄉,1,RT20250000011883,1.0,,24.776242,121.072617,1680,1,4
新竹縣芎林鄉富林路三段501巷7號隔壁工地,5A-平鎮倉,76851 厚森建設-芎林鄉,8.0,82.49,307,新竹縣芎林鄉,1,RT202500007127,1.0,,24.7776,121.070403,1680,1,4
新竹縣芎林鄉文德路570巷-附地標,5A-平鎮倉,78253 昌拓營造-芎林鄉,8.0,98.84,307,新竹縣芎林鄉,1,RT20250000013463,1.0,,24.794605,121.0857,1680,1,4
