Node_ID,Lat,Lon,Depot_Raw,Depot_Code,Depot_Name,Address,County,Service_Time,weekly_1,weekly_2,Freq,Order_Count,order_id,Original_ID,Nearest_Anchor,Anchor_Dist_KM
N_25.03775_121.53124,25.03775,121.53124,5A-平鎮倉,Pingzhen,平鎮總部,臺北市中正區仁愛路二段96號旁工地-13F,台北市,18.0,1,0,,1,RT202500008540,,五股交流道,11.393
N_25.038_121.53161,25.038,121.53161,5A-平鎮倉,Pingzhen,平鎮總部,臺北市中正區仁愛路二段96號旁工地,台北市,18.0,1,0,,1,RT202500003294,,五股交流道,11.418
N_25.03812_121.52778,25.03812,121.52778,5A-平鎮倉,Pingzhen,平鎮總部,臺北市中正區仁愛路2段44號,台北市,8.0,1,0,,1,RT20250000011842,,五股交流道,11.03
N_25.03814_121.57632,25.03814,121.57632,5A-平鎮倉,Pingzhen,平鎮總部,臺北市信義區松德路88號-2期,台北市,8.0,1,0,,1,RT202500005606,,五股交流道,16.035
N_25.0382_121.53161,25.0382,121.53161,5A-平鎮倉,Pingzhen,平鎮總部,臺北市中正區仁愛路二段96號旁工地,台北市,26.0,1,0,,2,RT2025000346|RT202500004566,,五股交流道,11.408
N_25.03881_121.52351,25.03881,121.52351,5A-平鎮倉,Pingzhen,平鎮總部,臺北市中正區紹興南街24巷2號,台北市,16.0,1,0,,2,RT20250000012311|RT20250000012311,,五股交流道,10.572
N_25.03909_121.62292,25.03909,121.62292,5A-平鎮倉,Pingzhen,平鎮總部,臺北市南港區舊莊街一段215巷口,台北市,8.0,1,0,,1,RT202500004200,,五股交流道,20.994
N_25.0393_121.52781,25.0393,121.52781,5A-平鎮倉,Pingzhen,平鎮總部,臺北市中正區泰安街7號,台北市,8.0,1,0,,1,RT202400007032,,五股交流道,10.975
N_25.03956_121.53344,25.03956,121.53344,5A-平鎮倉,Pingzhen,平鎮總部,臺北市大安區仁愛路3段5巷14號,台北市,8.0,1,0,,1,RT20250000011805,,五股交流道,11.529
N_25.03999_121.52568,25.03999,121.52568,5A-平鎮倉,Pingzhen,平鎮總部,臺北市中正區杭州南路一段69號旁,台北市,8.0,1,0,,1,RT202500009198,,五股交流道,10.729
N_25.04065_121.52377,25.04065,121.52377,5A-平鎮倉,Pingzhen,平鎮總部,臺北市中正區徐州路19號,台北市,8.0,1,0,,1,RT202500009420,,五股交流道,10.506
N_25.04066_121.52373,25.04066,121.52373,5A-平鎮倉,Pingzhen,平鎮總部,臺北市中正區徐州路19號,台北市,8.0,1,0,,1,RT202500003203,,五股交流道,10.502
N_25.04113_121.53486,25.04113,121.53486,5A-平鎮倉,Pingzhen,平鎮總部,臺北市大安區新生南路1段97巷11號,台北市,8.0,1,0,,1,RT20250000013404,,五股交流道,11.603
N_25.04178_121.50923,25.04178,121.50923,5A-平鎮倉,Pingzhen,平鎮總部,臺北市中正區延平南路&寶慶路交叉口,台北市,16.0,1,0,,2,RT202500009551|RT202500009551,,五股交流道,9.022
N_25.04181_121.57397,25.04181,121.57397,5A-平鎮倉,Pingzhen,平鎮總部,臺北市信義區忠孝東路５段345巷12號,台北市,8.0,1,0,,1,RT20250000014019,,五股交流道,15.665
N_25.04187_121.52708,25.04187,121.52708,5A-平鎮倉,Pingzhen,平鎮總部,臺北市中正區杭州南路1段29號,台北市,8.0,1,0,,1,RT202500003109,,五股交流道,10.78
N_25.04248_121.54618,25.04248,121.54618,5A-平鎮倉,Pingzhen,平鎮總部,臺北市大安區大安路一段65號,台北市,8.0,1,0,,1,RT20250000012878,,五股交流道,12.715
N_25.04261_121.58833,25.04261,121.58833,5A-平鎮倉,Pingzhen,平鎮總部,臺北市南港區成福路121巷23號,台北市,8.0,1,0,,1,RT202500008306,,五股交流道,17.174
N_25.04371_121.5556,25.04371,121.5556,5A-平鎮倉,Pingzhen,平鎮總部,臺北市大安區光復南路96巷25號-電聯,台北市,8.0,1,0,,1,RT20250000011114,,五股交流道,13.656
N_25.04392_121.56804,25.04392,121.56804,5A-平鎮倉,Pingzhen,平鎮總部,臺北市信義區松隆路42號旁,台北市,16.0,1,0,,2,RT20250000011867|RT20250000011867,,五股交流道,14.967
N_25.04448_121.54167,25.04448,121.54167,5A-平鎮倉,Pingzhen,平鎮總部,臺北市大安區市民大道３段252號(安東街交叉口),台北市,8.0,1,0,,1,RT20250000012663,,五股交流道,12.168
N_25.04485_121.57619,25.04485,121.57619,5A-平鎮倉,Pingzhen,平鎮總部,臺北市信義區永吉路328號,台北市,16.0,1,0,,2,RT202500007915|RT202500007915,,五股交流道,15.809
N_25.04674_121.52429,25.04674,121.52429,5A-平鎮倉,Pingzhen,平鎮總部,臺北市中正區林森北路&北平東路交叉口-拆除工程,台北市,16.0,1,0,,2,RT20250000013476|RT20250000013476,,五股交流道,10.28
N_25.04722_121.5884,25.04722,121.5884,5A-平鎮倉,Pingzhen,平鎮總部,臺北市南港區東新街77巷7號旁,台北市,16.0,1,0,,2,RT20250000012580|RT20250000012580,,五股交流道,17.058
N_25.04829_121.51332,25.04829,121.51332,5A-平鎮倉,Pingzhen,平鎮總部,臺北市中正區北平西路7號(機捷)-D棟,台北市,16.0,1,0,,2,RT202500005593|RT202500005593,,五股交流道,9.095
N_25.04832_121.51333,25.04832,121.51333,5A-平鎮倉,Pingzhen,平鎮總部,臺北市中正區北平西路7號(機捷)-C棟,台北市,48.0,1,0,,6,RT202500002120|RT202500002120|RT202500002120|RT202500002120|RT202500002120|RT202500002120,,五股交流道,9.094
N_25.04843_121.53373,25.04843,121.53373,5A-平鎮倉,Pingzhen,平鎮總部,臺北市中山區松江路63號,台北市,8.0,1,0,,1,RT202500003523,,五股交流道,11.19
N_25.04844_121.59496,25.04844,121.59496,5A-平鎮倉,Pingzhen,平鎮總部,臺北市南港區昆陽街161號旁工地,台北市,16.0,1,0,,2,RT20250000013448|RT20250000013448,,五股交流道,17.738
N_25.04876_121.58398,25.04876,121.58398,5A-平鎮倉,Pingzhen,平鎮總部,臺北市南港區忠孝東路六段39號-後方空地,台北市,8.0,1,0,,1,RT20250000012905,,五股交流道,16.541
N_25.04878_121.58254,25.04878,121.58254,5A-平鎮倉,Pingzhen,平鎮總部,臺北市南港區市民大道７段與玉成街交岔口,台北市,7.0,1,0,,1,RT20250000013238,,五股交流道,16.385
N_25.04883_121.5844,25.04883,121.5844,5A-平鎮倉,Pingzhen,平鎮總部,臺北市南港區東新街3號對面工地,台北市,8.0,1,0,,1,RT20250000011787,,五股交流道,16.585
N_25.04908_121.58227,25.04908,121.58227,5A-平鎮倉,Pingzhen,平鎮總部,臺北市南港區市民大道７段與玉成街交岔口,台北市,24.0,1,0,,3,RT20250000013239|RT20250000013239|RT20250000013239,,五股交流道,16.348
N_25.04915_121.56263,25.04915,121.56263,5A-平鎮倉,Pingzhen,平鎮總部,臺北市松山區八德路４段169號跟171號(原京華城對面工地),台北市,16.0,1,0,,2,RT20250000013343|RT20250000013343,,五股交流道,14.231
N_25.04922_121.54667,25.04922,121.54667,5A-平鎮倉,Pingzhen,平鎮總部,臺北市松山區八德路二段437巷8弄9號,台北市,8.0,1,0,,1,RT20240000011737,,五股交流道,12.526
N_25.04929_121.58263,25.04929,121.58263,5A-平鎮倉,Pingzhen,平鎮總部,臺北市南港區市民大道七段39號對面工地,台北市,8.0,1,0,,1,RT20250000012066,,五股交流道,16.382
N_25.05096_121.55744,25.05096,121.55744,5A-平鎮倉,Pingzhen,平鎮總部,臺北市松山區光復北路120巷10號,台北市,8.0,1,0,,1,RT202500007764,,五股交流道,13.623
N_25.05109_121.55708,25.05109,121.55708,5A-平鎮倉,Pingzhen,平鎮總部,臺北市松山區光復北路120巷9號旁,台北市,29.0,1,0,,3,RT202500005208|RT202500005052|RT202500005208,,五股交流道,13.58
N_25.05128_121.57118,25.05128,121.57118,5A-平鎮倉,Pingzhen,平鎮總部,臺北市松山區松河街6號,台北市,8.0,1,0,,1,RT202500005520,,五股交流道,15.094
N_25.05246_121.59221,25.05246,121.59221,5A-平鎮倉,Pingzhen,平鎮總部,臺北市南港區南港路３段33號,台北市,24.0,1,0,,3,RT20250000013369|RT20250000013369|RT20250000013369,,五股交流道,17.349
N_25.05294_121.56462,25.05294,121.56462,5A-平鎮倉,Pingzhen,平鎮總部,臺北市松山區南京東路五段251巷29號,台北市,8.0,1,0,,1,RT202500009853,,五股交流道,14.343
N_25.05335_121.55045,25.05335,121.55045,5A-平鎮倉,Pingzhen,平鎮總部,臺北市松山區南京東路四段53巷11弄8號,台北市,8.0,1,0,,1,RT202500008371,,五股交流道,12.805
N_25.05419_121.57517,25.05419,121.57517,5A-平鎮倉,Pingzhen,平鎮總部,臺北市內湖區南京東路六段-環東公園,台北市,16.0,1,0,,2,RT20250000011249|RT20250000011249,,五股交流道,15.457
N_25.05438_121.57439,25.05438,121.57439,5A-平鎮倉,Pingzhen,平鎮總部,臺北市內湖區潭美街與安興街岔口,台北市,8.0,1,0,,1,RT202500004262,,五股交流道,15.368
N_25.05512_121.51169,25.05512,121.51169,5A-平鎮倉,Pingzhen,平鎮總部,臺北市大同區延平北路二段38號,台北市,8.0,1,0,,1,RT20250000011928,,五股交流道,8.637
N_25.05544_121.54924,25.05544,121.54924,5A-平鎮倉,Pingzhen,平鎮總部,臺北市松山區敦化北路199號-臺北長庚,台北市,80.0,1,0,,7,RT202500001403|RT202500001403|RT202500001403|RT202500001403|RT202500001403|RT202500001403|RT20250000012946,,五股交流道,12.618
N_25.05552_121.54924,25.05552,121.54924,5A-平鎮倉,Pingzhen,平鎮總部,臺北市松山區敦化北路199號,台北市,48.0,1,0,,6,RT202500001343|RT202500001343|RT202500001343|RT202500001343|RT202500001343|RT202500001343,,五股交流道,12.616
N_25.05576_121.57367,25.05576,121.57367,5A-平鎮倉,Pingzhen,平鎮總部,臺北市內湖區南京東路六段501號,台北市,8.0,1,0,,1,RT202500008273,,五股交流道,15.259
N_25.0578_121.54594,25.0578,121.54594,5A-平鎮倉,Pingzhen,平鎮總部,臺北市松山區民生東路三段111號工地,台北市,16.0,1,0,,2,RT202500009407|RT202500009407,,五股交流道,12.201
N_25.05786_121.59417,25.05786,121.59417,5A-平鎮倉,Pingzhen,平鎮總部,臺北市南港區重陽路39巷100號旁工地,台北市,16.0,1,0,,2,RT202500002885|RT202500002885,,五股交流道,17.46
N_25.05802_121.52368,25.05802,121.52368,5A-平鎮倉,Pingzhen,平鎮總部,臺北市中山區民生東路一段18號,台北市,8.0,1,0,,1,RT20250000010038,,五股交流道,9.802
N_25.05808_121.61799,25.05808,121.61799,5A-平鎮倉,Pingzhen,平鎮總部,臺北市南港區經貿二路105巷口(南港展覽館1館旁),台北市,8.0,1,0,,1,RT20250000013824,,五股交流道,20.073
N_25.05907_121.61659,25.05907,121.61659,5A-平鎮倉,Pingzhen,平鎮總部,臺北市南港區經貿二路188號(中國信託金融園區外),台北市,8.0,1,0,,1,RT20250000011162,,五股交流道,19.904
N_25.05976_121.57974,25.05976,121.57974,5A-平鎮倉,Pingzhen,平鎮總部,臺北市內湖區新湖一路191號旁,台北市,8.0,1,0,,1,RT202500009480,,五股交流道,15.845
N_25.06065_121.60182,25.06065,121.60182,5A-平鎮倉,Pingzhen,平鎮總部,臺北市內湖區潭美街636號旁,台北市,8.0,1,0,,1,RT20250000013562,,五股交流道,18.256
N_25.06092_121.58028,25.06092,121.58028,5A-平鎮倉,Pingzhen,平鎮總部,臺北市內湖區新湖一路191號旁,台北市,8.0,1,0,,1,RT202500009481,,五股交流道,15.884
N_25.06097_121.60154,25.06097,121.60154,5A-平鎮倉,Pingzhen,平鎮總部,臺北市內湖區潭美街577號對面(吊車),台北市,8.0,1,0,,1,RT202500009552,,五股交流道,18.22
N_25.062_121.59708,25.062,121.59708,5A-平鎮倉,Pingzhen,平鎮總部,臺北市內湖區安康路46號-停車場,台北市,8.0,1,0,,1,RT20250000010796,,五股交流道,17.715
N_25.06225_121.59617,25.06225,121.59617,5A-平鎮倉,Pingzhen,平鎮總部,臺北市內湖區安康路46號,台北市,24.0,1,0,,3,RT202500008546|RT202500008546|RT202500008546,,五股交流道,17.611
N_25.06286_121.57531,25.06286,121.57531,5A-平鎮倉,Pingzhen,平鎮總部,臺北市內湖區新湖三路36號-萊爾富,台北市,8.0,1,0,,1,RT20240000015116,,五股交流道,15.307
N_25.06353_121.58828,25.06353,121.58828,5A-平鎮倉,Pingzhen,平鎮總部,臺北市內湖區石潭路及金莊路口旁工地,台北市,16.0,1,0,,2,RT20250000013358|RT20250000013358,,五股交流道,16.724
N_25.06399_121.5797,25.06399,121.5797,5A-平鎮倉,Pingzhen,平鎮總部,臺北市內湖區行愛路140巷21號對面工地,台北市,16.0,1,0,,2,RT20240000012585|RT20240000012585,,五股交流道,15.773
N_25.06538_121.59267,25.06538,121.59267,5A-平鎮倉,Pingzhen,平鎮總部,臺北市內湖區民權東路六段180巷88號對面工地,台北市,8.0,1,0,,1,RT20250000010411,,五股交流道,17.184
N_25.06546_121.51564,25.06546,121.51564,5A-平鎮倉,Pingzhen,平鎮總部,臺北市大同區蘭州街118號,台北市,8.0,1,0,,1,RT20250000012433,,五股交流道,8.733
N_25.06703_121.53417,25.06703,121.53417,5A-平鎮倉,Pingzhen,平鎮總部,臺北市中山區建國北路三段-建北站,台北市,32.0,1,0,,4,RT20250000011024|RT20250000011024|RT20250000011024|RT20250000011024,,五股交流道,10.723
N_25.06729_121.51722,25.06729,121.51722,5A-平鎮倉,Pingzhen,平鎮總部,臺北市大同區大龍街91巷19號,台北市,8.0,1,0,,1,RT20250028,,五股交流道,8.864
N_25.06785_121.51986,25.06785,121.51986,5A-平鎮倉,Pingzhen,平鎮總部,臺北市中山區民族西路29號對面工地,台北市,8.0,1,0,,1,RT202500009152,,五股交流道,9.141
N_25.06853_121.5145,25.06853,121.5145,5A-平鎮倉,Pingzhen,平鎮總部,臺北市大同區民族西路188號,台北市,8.0,1,0,,1,RT202500008307,,五股交流道,8.542
N_25.06861_121.51496,25.06861,121.51496,5A-平鎮倉,Pingzhen,平鎮總部,臺北市大同區民族西路176號-永筑埕光,台北市,8.0,1,0,,1,RT20250000010299,,五股交流道,8.591
N_25.06863_121.60147,25.06863,121.60147,5A-平鎮倉,Pingzhen,平鎮總部,臺北市內湖區民權東路6段289巷,台北市,8.0,1,0,,1,RT202500007302,,五股交流道,18.121
N_25.06931_121.57306,25.06931,121.57306,5A-平鎮倉,Pingzhen,平鎮總部,臺北市內湖區堤頂大道一段-附座標,台北市,8.0,1,0,,1,RT202500008272,,五股交流道,14.974
N_25.0697_121.61738,25.0697,121.61738,5A-平鎮倉,Pingzhen,平鎮總部,臺北市內湖區東湖路119巷50弄5號,台北市,8.0,1,0,,1,RT202500004843,,五股交流道,19.873
N_25.07063_121.56461,25.07063,121.56461,5A-平鎮倉,Pingzhen,平鎮總部,臺北市松山區(內湖區)濱江街453號-洗車場,台北市,8.0,1,0,,1,RT202500007556,,五股交流道,14.026
N_25.07118_121.56044,25.07118,121.56044,5A-平鎮倉,Pingzhen,平鎮總部,臺北市松山區(內湖區)濱江街888號對面,台北市,8.0,1,0,,1,RT20240000014061,,五股交流道,13.56
N_25.07168_121.61842,25.07168,121.61842,5A-平鎮倉,Pingzhen,平鎮總部,臺北市內湖區康樂街136巷12號,台北市,8.0,1,0,,1,RT202500005866,,五股交流道,19.974
N_25.07183_121.59776,25.07183,121.59776,5A-平鎮倉,Pingzhen,平鎮總部,臺北市內湖區金湖路363巷巷底-白色八米大門,台北市,24.0,1,0,,3,RT202500009162|RT202500009162|RT202500009162,,五股交流道,17.684
