Lat,Lon,Original_ID,order_id,floor,Service_Time,weekly_1,weekly_2,Address,Depot_Raw,Freq,Node_ID,Order_Count,Nearest_Anchor,Anchor_Type,Anchor_Distance_km
24.50611,120.82502,75567 加豐營造-公館,RT202500001347,1.0,16.0,1,0,苗栗縣公館鄉玉泉村13鄰353號附近24 30 22.3  120 49 29.9,5A-平鎮倉,1x,N_0000,2,國1-苗栗,N1,7.113647414125982
24.50879,120.82456,73467 順業營造-公館,RT20250000013371,1.0,16.0,1,0,苗栗縣公館鄉玉泉村玉泉34號,5A-平鎮倉,1x,N_0001,2,國1-苗栗,N1,6.813137773573936
24.59461,120.80884,73963 長見營造-苗栗長春,RT20250000012839,1.0,8.0,1,0,苗栗縣苗栗市福安里福星252之1號-長春石油化學,5A-平鎮倉,1x,N_0002,1,國1-苗栗,N1,2.999460928516426
24.59955,120.72284,78018 尚鋐營造有限公司,RT20250000012543,1.0,80.0,1,0,苗栗縣後龍鎮114-1號-後龍清海宮,5A-平鎮倉,1x,N_0003,10,國1-苗栗,N1,11.272523065404298
24.61506,120.82579,72291 騰元-苗栗高鐵,RT20250000010605,1.0,8.0,1,0,苗栗縣後龍鎮頂椅七街&新港一路交叉口,5A-平鎮倉,1x,N_0004,1,國1-苗栗,N1,5.042782286763928
24.61932,120.85708,76686 競捷營造-造橋鄉,RT202500006382,1.0,8.0,1,0,"苗栗縣造橋鄉平興鄉24°37'10.3""N 120°51'27.4""E",5A-平鎮倉,1x,N_0005,1,國1-苗栗,N1,6.849148662775575
24.62354,120.89486,76540 景賀營造-大西二街,RT202500005678,1.0,8.0,1,0,苗栗縣造橋鄉大西二街126巷3號,5A-平鎮倉,1x,N_0006,1,國1-頭份,N1,6.292976794427518
24.62995,120.8367,75911 隨形工程-寶吉祥寺,RT20250000013419,1.0,8.0,1,0,苗栗縣造橋鄉龍昇村五鄰九車籠8-1號對面工地-依座標,5A-平鎮倉,1x,N_0007,1,台61-竹南,TH61,6.827079792451593
24.63315,120.83814,76346 佛教仁欽-寶吉祥佛寺,RT202500004736,1.0,8.0,1,0,"苗栗縣造橋鄉龍昇村-寶吉祥佛寺24°38'47.1""N 120°50'15.3""E",5A-平鎮倉,1x,N_0008,1,台61-竹南,TH61,6.446206950920877
24.64062,120.86932,77997 千誠營造-造橋鄉,RT20250000012451,1.0,16.0,1,0,苗栗縣造橋鄉13鄰東興36號-凱撒衛浴-造橋發貨中心附近-附地標,5A-平鎮倉,1x,N_0009,2,國1-頭份,N1,5.541164915683718
24.64703,120.88481,66320 安住-頭份,RT20250000010302,1.0,16.0,1,0,苗栗縣頭份市尖豐路557號,5A-平鎮倉,1x,N_0010,2,國1-頭份,N1,4.029402436714477
24.6564,120.85837,76503 聖穎營造-談文車站,RT202500005510,1.0,8.0,1,0,苗栗縣造橋鄉仁愛路29號-談文車站,5A-平鎮倉,1x,N_0011,1,台61-竹南,TH61,3.843577399363741
24.6588,120.87387,73099 大証環保-竹南,RT202400005969,1.0,8.0,1,0,苗栗縣竹南鎮大埔頂5號,5A-平鎮倉,1x,N_0012,1,國1-頭份,N1,3.734975826549086
24.66568,120.88169,76905 力源營造-中華路,RT202500007365,1.0,8.0,1,0,苗栗縣頭份市中華路200號旁邊工地,5A-平鎮倉,1x,N_0013,1,國1-頭份,N1,2.5801674826453285
24.67488,120.87733,75381 潤弘精密-國泰路,RT202500001907,1.0,8.0,1,0,苗栗縣竹南鎮國泰路-附座標,5A-平鎮倉,1x,N_0014,1,國3-竹南,N3,2.189665408070336
24.67504,120.87741,75381 潤弘精密-國泰路,RT2025000420,1.0,8.0,1,0,苗栗縣竹南鎮國泰路-附座標,5A-平鎮倉,1x,N_0015,1,國3-竹南,N3,2.170354306029708
24.67609,120.88356,70680 龍裕營造-永貞路,RT20250000011852,1.0,16.0,1,0,苗栗縣頭份市永貞路1段181巷15號,5A-平鎮倉,1x,N_0016,2,國3-竹南,N3,1.701459110793025
24.68126,120.89743,75862 啟洋科技-京元電子紡安廠,RT20250000011151,1.0,80.0,1,0,苗栗縣頭份市自強路2段215號-京元電子,5A-平鎮倉,1x,N_0017,10,國1-頭份,N1,0.31771023354690103
24.68375,120.87519,78274 台伸營造有限公司,RT20250000013490,1.0,8.0,1,0,苗栗縣竹南鎮中正路96之1號-竹南高中隔壁,5A-平鎮倉,1x,N_0018,1,國3-竹南,N3,1.7843007455580917
24.68399,120.88109,77451 中天工程-竹南東平路,RT202500009976,1.0,8.0,1,0,苗栗縣竹南鎮東平路54號,5A-平鎮倉,1x,N_0019,1,國3-竹南,N3,1.1929696275262085
24.68466,120.89049,76621 富翔營造-571號工地,RT202500006052,1.0,8.0,1,0,苗栗縣頭份市民族路571號工地,5A-平鎮倉,1x,N_0020,1,國3-竹南,N3,0.5952301905145906
24.68496,120.89111,76298 富翔營造-頭份,RT202500004303,1.0,16.0,1,0,苗栗縣頭份市民族路517號旁停車場 富翔工務所,5A-平鎮倉,1x,N_0021,2,國3-竹南,N3,0.5728471154680358
24.68662,120.92677,71296 心齊家-真愛,RT20250000012804,1.0,16.0,1,0,苗栗縣頭份市中正一路125號,5A-平鎮倉,1x,N_0022,2,國1-頭份,N1,3.0609793193191708
24.68712,120.92196,76215 越禾興-宏碩系統,RT202500004042,1.0,16.0,1,0,苗栗縣頭份市中正路598巷31號-宏碩系統,5A-平鎮倉,1x,N_0023,2,國1-頭份,N1,2.5624801376783832
24.6875,120.87111,76663 耐福營造-博愛街,RT202500006248,1.0,8.0,1,0,苗栗縣竹南鎮博愛街271號旁,5A-平鎮倉,1x,N_0024,1,國1-竹南,N1,1.7026187929476269
24.68767,120.9165,76002 樸居建設-頭份,RT202500003094,1.0,8.0,1,0,苗栗縣頭份市濱江街21號旁,5A-平鎮倉,1x,N_0025,1,國1-頭份,N1,2.0197086737689536
24.68787,120.87457,77007 碩美營造-朋晨和心,RT202500007746,1.0,8.0,1,0,苗栗縣竹南鎮自由街131號旁,5A-平鎮倉,1x,N_0026,1,國1-竹南,N1,1.475180395002037
24.68915,120.86543,77216 同興營造-竹興段,RT202500008883,1.0,8.0,1,0,苗栗縣竹南鎮博愛街445號旁,5A-平鎮倉,1x,N_0027,1,台61-竹南,TH61,1.7153267838530004
24.68976,120.94776,71240 新宏都-B區,RT202500009574,1.0,8.0,1,0,苗栗縣頭份市花園東路底 靠近楓林吊橋-B區,5A-平鎮倉,1x,N_0028,1,國1-頭份,N1,5.410922910113959
24.69018,120.94946,75712 新宏都營造-D區,RT202500001876,1.0,24.0,1,0,苗栗縣頭份市花園東路底-靠近楓林吊橋(D區),5A-平鎮倉,1x,N_0029,3,國1-頭份,N1,5.605141711321484
24.69067,120.94853,74630 新宏都營造-E區,RT20240000013272,1.0,8.0,1,0,苗栗縣頭份市花園東路底-靠近楓林吊橋(E區),5A-平鎮倉,1x,N_0030,1,國1-頭份,N1,5.51549360853584
24.6907,120.94921,74630 新宏都營造-E區,RT20240000012339,1.0,8.0,1,0,苗栗縣頭份市花園東路底-靠近楓林吊橋(E區),5A-平鎮倉,1x,N_0031,1,國1-頭份,N1,5.5899429179630635
24.6915,120.94887,74630 新宏都營造-E區,RT202500003811,1.0,8.0,1,0,苗栗縣頭份市花園東路底-靠近楓林吊橋(E區),5A-平鎮倉,1x,N_0032,1,國1-頭份,N1,5.572738279777091
24.69157,121.03194,75595 六坊室內-峨眉鄉,RT20250000012111,1.0,8.0,1,0,"新竹縣峨眉鄉中盛村2鄰中興57之6號-24°41'30.4""N 121°01'55.1""E",5A-平鎮倉,1x,N_0033,1,台68-竹東,TH68,6.837121115534506
24.6922,120.9867,73177 承鉌-峨嵋E/S,RT20250000012427,1.0,8.0,1,0,新竹縣峨眉鄉竹43鄉道15號-峨嵋高壓變電所,5A-平鎮倉,1x,N_0034,1,國1-頭份,N1,9.718511168383035
24.69231,120.96102,75418 樹盛營造-甫基慶華段新建工程,RT2025000575,1.0,8.0,1,0,苗栗縣頭份市信德路252號旁,5A-平鎮倉,1x,N_0035,1,國1-頭份,N1,6.909673324875683
24.69242,120.88746,75377 新宜營造-昕原樹,RT2025000411,1.0,8.0,1,0,苗栗縣竹南鎮公北一路8號旁,5A-平鎮倉,1x,N_0036,1,國3-竹南,N3,0.3894186282133869
24.69328,120.91727,65453 永恆營造-潮堂,RT20250000012290,1.0,8.0,1,0,苗栗縣頭份市頭份255-45號(燦昇釣蝦場附近)工地-電聯定位,5A-平鎮倉,1x,N_0037,1,國1-頭份,N1,2.418198880840658
24.69388,120.91441,71517 寬立堡營造-頭份,RT20250000012810,1.0,8.0,1,0,苗栗縣頭份市永安街9號,5A-平鎮倉,1x,N_0038,1,國1-頭份,N1,2.220839278853699
24.69413,120.89664,75956 路加建設-頭份,RT202500002931,1.0,8.0,1,0,苗栗縣頭份市中央路496號,5A-平鎮倉,1x,N_0039,1,國3-竹南,N3,0.8679781255888422
24.69466,120.88999,73902 莊兆鈞,RT20250000011042,1.0,8.0,1,0,苗栗縣頭份市中央路699號對面工地,5A-平鎮倉,1x,N_0040,1,國3-竹南,N3,0.5172611909854951
24.69684,120.86717,74306 弘上建設-弘上雅苑,RT20250000010280,1.0,16.0,1,0,苗栗縣竹南鎮龍昇街53號旁,5A-平鎮倉,1x,N_0041,2,國1-竹南,N1,1.4666897540031723
24.6986,120.88959,77931 薰漢營造工程股-頭份市,RT20250000012014,1.0,24.0,1,0,苗栗縣頭份市文林路76號對面工地,5A-平鎮倉,1x,N_0042,3,國3-竹南,N3,0.9556842156798131
24.7003,120.88822,69276 金冠隆營造-頭份,RT20250000011204,1.0,8.0,1,0,苗栗縣頭份市信義路780號旁工地-自行定位,5A-平鎮倉,1x,N_0043,1,國1-竹南,N1,0.9130274620194768
24.70152,120.94342,77910 尚錡營造-頭份市,RT20250000011801,1.0,8.0,1,0,苗栗縣頭份市興隆路一段423號對面工地,5A-平鎮倉,1x,N_0044,1,國1-頭份,N1,5.379100313509388
24.70212,120.87704,76387 耐福營造-張文銓住宅,RT202500005032,1.0,8.0,1,0,苗栗縣竹南鎮龍山路三段1巷67弄底,5A-平鎮倉,1x,N_0045,1,國1-竹南,N1,0.4041375706367755
24.70444,120.90159,75227 景賀營造股份有限公司,RT20250000013722,1.0,8.0,1,0,苗栗縣竹南鎮大埔七街&大埔九街交叉口,5A-平鎮倉,1x,N_0046,1,國3-竹南,N3,2.0552743334405874
24.70461,120.8915,76866 高群工程-竹南鎮,RT202500007177,1.0,8.0,1,0,苗栗縣竹南鎮公義路462巷58號,5A-平鎮倉,1x,N_0047,1,國1-竹南,N1,1.3752452050814075
24.70639,120.91008,76970 旺邦營造-生物製劑,RT202500007599,1.0,32.0,1,0,苗栗縣竹南鎮科研路(國家衛生研究院3號入口),5A-平鎮倉,1x,N_0048,4,國3-竹南,N3,2.87710308444025
24.70733,120.89873,75483 掬昌營造-科專六路,RT202500001015,1.0,8.0,1,0,苗栗縣竹南鎮科專六路213號,5A-平鎮倉,1x,N_0049,1,國3-竹南,N3,2.153920035144983
24.70775,120.91103,77669 承桓有限公司,RT20250000011031,1.0,8.0,1,0,苗栗縣竹南鎮科西二路6號-台灣杜邦竹南廠,5A-平鎮倉,1x,N_0050,1,國3-竹南,N3,3.054665548206179
24.70786,120.89963,74858 旭嘉聯合-一沐晴嵐,RT20240000013234,1.0,16.0,1,0,苗栗縣竹南鎮大埔十街45號對面,5A-平鎮倉,1x,N_0051,2,國3-竹南,N3,2.2522786231947034
24.70816,120.93732,75065 飛羚電機-南湖變電所,RT20250000013357,1.0,16.0,1,0,苗栗縣頭份市興埔街364號-南湖變電所,5A-平鎮倉,1x,N_0052,2,國1-頭份,N1,5.189493956831853
24.70832,120.91045,77883 竑越工程-竹南鎮,RT20250000011739,1.0,24.0,1,0,苗栗縣竹南鎮科西二路6號-杜邦大門前工務所,5A-平鎮倉,1x,N_0053,3,國3-竹南,N3,3.04760177728292
24.70842,120.90451,70107 上欣營造興業股份有限公司,RT202500008163,1.0,8.0,1,0,苗栗縣竹南鎮科專三路128號,5A-平鎮倉,1x,N_0054,1,國3-竹南,N3,2.602793790621921
24.70892,120.91414,75875 勤宏環保-竹南,RT20250000013330,1.0,16.0,1,0,苗栗縣竹南鎮科中路29號,5A-平鎮倉,1x,N_0055,2,國3-竹南,N3,3.404473325787794
24.71004,120.90021,74305 新宜營造-嘉園營運總部,RT202500008973,7.0,18.0,1,0,苗栗縣竹南鎮仁愛路769號旁-7F,5A-平鎮倉,1x,N_0056,1,國3-竹南,N3,2.4965025274770345
24.71006,120.90029,74305 新宜營造-嘉園營運總部,RT202500006656,3.0,18.0,1,0,苗栗縣竹南鎮仁愛路769號旁,5A-平鎮倉,1x,N_0057,1,國3-竹南,N3,2.5025212789700872
24.71007,120.90032,74305 新宜營造-嘉園營運總部,RT20250000012235,11.0,18.0,1,0,苗栗縣竹南鎮仁愛路769號旁-11F,5A-平鎮倉,1x,N_0058,1,國3-竹南,N3,2.5050299885028235
24.71034,120.86828,74641 松柏長青-杏安長照,RT20250000011857,1.0,8.0,1,0,苗栗縣竹南鎮天祥街二段327號-杏安長照,5A-平鎮倉,1x,N_0059,1,國1-竹南,N1,1.73484868331475
24.71051,120.89915,78314 峻暐室內裝修-竹南鎮,RT20250000013680,1.0,8.0,1,0,苗栗縣竹南鎮公義路1040號旁工地,5A-平鎮倉,1x,N_0060,1,國1-竹南,N1,2.424740566453436
24.71157,120.911,72198 富泰-望隼科技,"RT20250000012705,RT20250000013681",1.0,40.0,1,0,苗栗縣竹南鎮科專路1號巷底-追加,5A-平鎮倉,1x,N_0061,5,國3-竹南,N3,3.3415699652855997
24.71157,120.91104,72198 富泰-望隼科技,RT202500007508,"3.0,5.0,7.0",45.0,1,0,苗栗縣竹南鎮科專路1號巷底,5A-平鎮倉,1x,N_0062,3,國3-竹南,N3,3.3446687170029294
24.71157,120.91107,72198 富泰-望隼科技,RT202400003965,1.0,8.0,1,0,苗栗縣竹南鎮科專路1號巷底,5A-平鎮倉,1x,N_0063,1,國3-竹南,N3,3.346994763335549
24.71182,120.91113,72198 富泰-望隼科技,RT202400002653,1.0,8.0,1,0,苗栗縣竹南鎮科專路1號巷底,5A-平鎮倉,1x,N_0064,1,國3-竹南,N3,3.3715312196832348
24.7125,120.90444,74337 京明營造-景御墅,RT20240000010929,1.0,8.0,1,0,苗栗縣竹南鎮大埔一街&專科二路五巷,5A-平鎮倉,1x,N_0065,1,國3-竹南,N3,2.9675920062562735
24.71251,120.90446,74337 京明營造-景御墅,RT202500001716,1.0,8.0,1,0,苗栗縣竹南鎮大埔一街&專科二路五巷,5A-平鎮倉,1x,N_0066,1,國3-竹南,N3,2.969725498375255
24.71294,120.9073,72336 和洋-苗栗,RT202500009381,1.0,8.0,1,0,苗栗縣竹南鎮大埔一街68號對面,5A-平鎮倉,1x,N_0067,1,國3-竹南,N3,3.1892631571574017
24.71318,120.90846,71654 薰漢-新境,"RT20250000010157,RT20250000010158,RT20250000012709,RT20250000012710","13.0,9.0",80.0,1,0,苗栗縣竹南鎮科學路&科專一路交叉口-B棟9F,5A-平鎮倉,1x,N_0068,4,國3-竹南,N3,3.2892055217030864
24.71343,120.90457,74790 薰漢營造-新向,RT20250000012883,1.0,8.0,1,0,苗栗縣竹南鎮公義路&科專二路交叉口,5A-平鎮倉,1x,N_0069,1,國3-竹南,N3,3.0625738825048527
24.71354,120.9094,68979 富泰-11202聯合環球,RT20250000010240,1.0,8.0,1,0,苗栗縣竹南鎮科專一路&科學路交叉口工地,5A-平鎮倉,1x,N_0070,1,國3-竹南,N3,3.385939604245833
24.71356,120.90826,71654 薰漢-新境,RT20250000013410,1.0,8.0,1,0,苗栗縣竹南鎮科學路&科專一路交叉口-B棟1F,5A-平鎮倉,1x,N_0071,1,國3-竹南,N3,3.3086588348149406
24.71371,120.90837,71654 薰漢-新境,"RT20250000013411,RT202500009979,RT202500009980","1.0,5.0",48.0,1,0,苗栗縣竹南鎮科學路&科專一路交叉口-A棟5F,5A-平鎮倉,1x,N_0072,3,國3-竹南,N3,3.3292987761690376
24.71393,120.90478,74790 薰漢營造-新向,"RT20240000013038,RT202500006691",1.0,16.0,1,0,苗栗縣竹南鎮公義路&科專二路交叉口,5A-平鎮倉,1x,N_0073,2,國3-竹南,N3,3.122028274904098
24.71722,120.90703,76791 日商藤田-竹南鎮,RT202500006934,1.0,16.0,1,0,苗栗縣竹南鎮群義路50號對面工地,5A-平鎮倉,1x,N_0074,2,國1-竹南,N1,3.557457874003258
24.72047,121.10124,76446 程鈞-沿河街,RT202500005281,1.0,8.0,1,0,新竹縣竹東鎮沿河街59巷10號,5A-平鎮倉,1x,N_0075,1,台68-竹東,TH68,4.089500468089997
24.72198,120.90814,77234 玄通營造-兆勁科技,RT202500008952,1.0,8.0,1,0,苗栗縣竹南鎮友義路81號,5A-平鎮倉,1x,N_0076,1,國1-竹南,N1,3.9634616915021206
24.72544,120.89694,67595 潤弘-竹南,RT202500007558,1.0,16.0,1,0,苗栗縣竹南鎮鳳梨坑19-3號,5A-平鎮倉,1x,N_0077,2,國1-竹南,N1,3.392602372987735
24.72621,120.89876,67595 潤弘-竹南,RT202500007557,1.0,16.0,1,0,苗栗縣竹南鎮鳳梨坑19-3號,5A-平鎮倉,1x,N_0078,2,國1-竹南,N1,3.5777517864854014
24.72643,120.89884,67595 潤弘-竹南,"RT202500003726,RT202500003727",1.0,48.0,1,0,苗栗縣竹南鎮鳳梨坑19-3號,5A-平鎮倉,1x,N_0079,6,國1-竹南,N1,3.602784541227269
24.72673,120.99891,71804 晉園工程股份有限公司,RT202500006676,1.0,8.0,1,0,新竹縣寶山鄉三峰路一段269號,5A-平鎮倉,1x,N_0080,1,台68-竹東,TH68,8.027288695505861
24.72739,120.89669,67595 潤弘-竹南,RT202500001925,1.0,16.0,1,0,苗栗縣竹南鎮鳳梨坑19-3號,5A-平鎮倉,1x,N_0081,2,國1-竹南,N1,3.5602602422020952
24.72766,121.09677,74532 富泰營造-意德士,RT20250000011240,1.0,8.0,1,0,新竹縣竹東鎮工業二路96號,5A-平鎮倉,1x,N_0082,1,台68-竹東,TH68,3.2719751876363956
24.72784,121.09668,74532 富泰營造-意德士,RT20250000011239,1.0,8.0,1,0,新竹縣竹東鎮工業二路96號,5A-平鎮倉,1x,N_0083,1,台68-竹東,TH68,3.2545684580306533
24.7291,121.09916,77552 永發營造-北興路一段,RT20250000013765,1.0,16.0,1,0,新竹縣竹東鎮北興路一段211號,5A-平鎮倉,1x,N_0084,2,台68-竹東,TH68,3.4554989954568214
24.73266,120.93093,67934 國隆-香山 文琩J區,RT20250000013440,1.0,56.0,1,0,新竹市香山區中華路6段647巷136弄2號(J區6座、B區4座),5A-平鎮倉,1x,N_0085,7,國3-竹南,N3,6.562288175667147
24.73349,121.09571,73758 竹富建設-竹東,RT202400008522,1.0,8.0,1,0,新竹縣竹東鎮中山路90號,5A-平鎮倉,1x,N_0086,1,台68-竹東,TH68,2.9438744416503426
24.73651,121.12728,66384 富泰-11109三和,RT20250000012834,1.0,8.0,1,0,新竹縣芎林鄉五和街228號(三和技研),5A-平鎮倉,1x,N_0087,1,台68-竹東,TH68,6.36987066575987
24.7372,121.02562,75646 松揚營造-寶山國中莒光分部,RT202500001635,1.0,8.0,1,0,新竹縣寶山鄉新湖路一段386號,5A-平鎮倉,1x,N_0088,1,台68-竹東,TH68,4.9359746790667876
24.73834,121.13064,72270 聚升-芎林,RT20250000013719,1.0,16.0,1,0,新竹縣芎林鄉五和街251號旁工地,5A-平鎮倉,1x,N_0089,2,台68-竹東,TH68,6.733561556057059
24.73859,121.09228,75514 得鑫建設-大同路,RT202500001195,1.0,8.0,1,0,新竹縣竹東鎮大同路173號旁,5A-平鎮倉,1x,N_0090,1,台68-竹東,TH68,2.478027454752073
24.74027,121.08466,70568 吉米營造-方德山河苑,RT20250000010767,1.0,16.0,1,0,新竹縣竹東鎮康寧街225號,5A-平鎮倉,1x,N_0091,2,台68-竹東,TH68,1.6275359622761922
24.74056,121.00536,76142 崧淯工程-寶山,RT202500003808,1.0,8.0,1,0,新竹縣寶山鄉寶峰路225號旁,5A-平鎮倉,1x,N_0092,1,國1-新竹,N1,7.173248390178483
24.74302,121.08479,73446 吉米營造-竹東,RT202500007211,1.0,8.0,1,0,新竹縣竹東鎮新民路28巷1號之1,5A-平鎮倉,1x,N_0093,1,台68-竹東,TH68,1.6755651298896221
24.74393,120.89833,77412 豐品建設-同#74230,RT202500009794,1.0,8.0,1,0,新竹市香山區南港街-南港賞鳥公園斜對面,5A-平鎮倉,1x,N_0094,1,國1-竹南,N1,5.283686047618863
24.74546,121.08068,69470 弘揚建設-竹東,RT20250000012776,1.0,8.0,1,0,新竹縣竹東鎮敦睦街2巷35號旁,5A-平鎮倉,1x,N_0095,1,台68-竹東,TH68,1.3314171224685531
24.74628,121.08457,77388 華盛-自強國中,RT202500009649,1.0,16.0,1,0,新竹縣竹東鎮自強路169號-自強國民中學,5A-平鎮倉,1x,N_0096,2,台68-竹東,TH68,1.7611027168516507
24.7463,121.08314,76284 鍠冠營造-朱國維住宅,RT202500004250,1.0,8.0,1,0,新竹縣竹東鎮長春路三段272巷40號旁,5A-平鎮倉,1x,N_0097,1,台68-竹東,TH68,1.6175164362697387
24.7465,121.0806,75935 辰鴻建設-竹東,RT202500002868,1.0,8.0,1,0,新竹縣竹東鎮忠孝街4號旁工地,5A-平鎮倉,1x,N_0098,1,台68-竹東,TH68,1.3801991921470051
24.74754,121.08112,72701 得鑫-番社子段,RT20250000010772,1.0,8.0,1,0,新竹縣竹東鎮永康街36號對面工地,5A-平鎮倉,1x,N_0099,1,台68-竹東,TH68,1.4913129872705788
24.74882,120.90851,70880 暐順-弘塑科技,RT20250000011893,1.0,8.0,1,0,新竹市香山區中華路六段89號附近,5A-平鎮倉,1x,N_0100,1,國1-竹南,N1,6.275391160119583
24.75029,121.07983,70502 禾家歡工程有限公司,RT202500009397,1.0,8.0,1,0,新竹縣竹東鎮北興路三段612號旁,5A-平鎮倉,1x,N_0101,1,台68-竹東,TH68,1.5796083922929292
24.75048,121.01743,76181 奎富建設-寶山,RT202500003876,1.0,8.0,1,0,新竹縣寶山鄉寶山十街13號隔壁隔壁,5A-平鎮倉,1x,N_0102,1,台68-竹東,TH68,5.950092127966226
24.75209,121.03425,77957 全日通清潔有限公司,RT20250000012197,1.0,8.0,1,0,新竹縣竹東鎮水仙路200巷-1號-萊茵山莊,5A-平鎮倉,1x,N_0103,1,台68-竹東,TH68,4.18902676317472
24.75231,121.06846,75966 全日通-竹東,RT20250000012408,1.0,8.0,1,0,新竹縣竹東鎮金福街13巷38號,5A-平鎮倉,1x,N_0104,1,台68-竹東,TH68,1.3770609179337578
24.75335,121.00286,76879 達欣工程-台積電-雙龍料場,RT202500007219,1.0,32.0,0,1,新竹縣寶山鄉大雅一街110號-會分散擺放-雙龍料廠,5A-平鎮倉,2x,N_0105,4,國1-新竹,N1,5.766449572665696
24.75772,121.03434,75821 永續開發-竹東,RT202500009888,1.0,8.0,1,0,新竹縣竹東鎮柯湖路3段291號福龍宮附近,5A-平鎮倉,1x,N_0106,1,台68-竹東,TH68,4.420022230033923
24.75814,121.06821,76032 全日通-新竹縣竹東鎮中興路,RT20250000012528,1.0,8.0,1,0,新竹縣竹東鎮中興路2段2巷1號,5A-平鎮倉,1x,N_0107,1,台68-竹東,TH68,2.023319314320184
24.75826,121.06303,74770 富泰營造-矽格,RT202500007680,1.0,16.0,1,0,新竹縣竹東鎮中興路二段169巷11號,5A-平鎮倉,1x,N_0108,2,台68-竹東,TH68,2.1694991884072916
24.7587,121.06316,74770 富泰營造-矽格,RT20240000012977,1.0,16.0,1,0,新竹縣竹東鎮中興路二段169巷11號,5A-平鎮倉,1x,N_0109,2,台68-竹東,TH68,2.2101981512074134
24.75881,121.01032,68302 啟德機械-五廠,RT20250000013552,1.0,16.0,1,0,新竹縣寶山鄉大雅路２段140巷7號(寶山交流道旁啟德工地),5A-平鎮倉,1x,N_0110,2,國1-新竹,N1,5.677211625304458
24.7591,121.00351,72732 宥塍-大雅路二段,RT20250000012315,1.0,8.0,1,0,"新竹縣寶山鄉大雅路二段141號24°45'33.4""N 121°00'13.8""E",5A-平鎮倉,1x,N_0111,1,國1-新竹,N1,5.236483205559012
24.7595,121.00211,77480 德昌營造股份有限公司,RT20250000010076,1.0,8.0,1,0,新竹縣寶山鄉雙龍路206號工地,5A-平鎮倉,1x,N_0112,1,國1-新竹,N1,5.121783573531818
24.75956,121.06258,76531 和碩-中興路二段,RT202500005654,1.0,16.0,1,0,新竹縣竹東鎮中興路二段169巷11號,5A-平鎮倉,1x,N_0113,2,台68-竹東,TH68,2.322129550649636
24.75997,121.00256,77742 玄通營造-寶山鄉雙龍段,RT20250000011284,1.0,32.0,0,1,新竹縣寶山鄉大雅路二段近啟德廠-雙龍段296號-電聯定位,5A-平鎮倉,2x,N_0114,4,國1-新竹,N1,5.100392023609632
24.76053,121.0015,73416 啟成系統-亞東氣體,RT20250000012977,1.0,32.0,1,0,新竹縣寶山鄉大雅一街101號-亞東氣體,5A-平鎮倉,1x,N_0115,4,國1-新竹,N1,4.988991162439112
24.76076,120.99148,77013 達欣工程-台積電-環南上料場,RT202500007810,1.0,16.0,0,1,新竹縣寶山鄉大雅一街110號-會分散擺放-環南上料場,5A-平鎮倉,2x,N_0116,2,國1-新竹,N1,4.538214332531813
24.76092,120.99869,68263 雙喜營造-寶山,"RT20240000014856,RT20240000014857",1.0,48.0,1,0,新竹縣寶山鄉三峰路2段104巷,5A-平鎮倉,1x,N_0117,6,國1-新竹,N1,4.808443257697692
24.76103,120.98806,70531 互助營造-第二料場 | 70875 互助營造-第二料場,"RT202500006161,RT202500006980",1.0,16.0,1,0,新竹縣寶山鄉環南路101號斜對面,5A-平鎮倉,1x,N_0118,2,國1-新竹,N1,4.417220558733645
24.76132,120.99069,77014 達欣工程-台積電-環南下料場,RT202500007811,1.0,16.0,0,1,新竹縣寶山鄉大雅一街110號-會分散擺放-環南下料場,5A-平鎮倉,2x,N_0119,2,國1-新竹,N1,4.454432212807661
24.76186,121.00114,70298 金樹營造-竹科TSMC,RT20250000012783,1.0,32.0,1,0,新竹縣寶山鄉大雅一街101號隔壁,5A-平鎮倉,1x,N_0120,4,國1-新竹,N1,4.840362683023173
24.76193,121.00095,75477 沅珅科技-亞東氣體,RT2025000920,1.0,8.0,1,0,新竹縣寶山鄉大雅一街105號-亞東氣體,5A-平鎮倉,1x,N_0121,1,國1-新竹,N1,4.823364986749462
24.76252,120.99029,77011 達欣工程-台積電-湳坑料場,RT202500007807,1.0,16.0,0,1,新竹縣寶山鄉大雅一街110號-會分散擺放-湳坑料場,5A-平鎮倉,2x,N_0122,2,國1-新竹,N1,4.314223878579023
24.76552,121.05537,73219 圓湖開發-竹科主人,RT20250000012832,1.0,8.0,1,0,新竹縣竹東鎮學府路93號對面,5A-平鎮倉,1x,N_0123,1,台68-竹東,TH68,3.265187780710167
24.7673,120.98337,71456 皇量營造-寶山,RT20250000010144,1.0,8.0,1,0,新竹縣寶山鄉環北路303號,5A-平鎮倉,1x,N_0124,1,國1-新竹,N1,3.64892456141542
24.76732,120.98872,69340 世乾開發,RT20250000013716,1.0,8.0,1,0,新竹縣寶山鄉雙豐二街附近工地,5A-平鎮倉,1x,N_0125,1,國1-新竹,N1,3.7543947950100582
24.76735,121.00063,66241 新翔駿-寶山,RT202500007727,1.0,16.0,1,0,新竹縣寶山鄉大雅三街66旁,5A-平鎮倉,1x,N_0126,2,國1-新竹,N1,4.28698526092623
